Water demand,System deficit,Junctin 1 deficit,Junction 2 deficit,Junction 3 deficit,Junction 5 deficit,Junction 6 deficit,Junction 7 deficit,Junction 8 deficit,Junction 9 deficit,Junction 10 deficit,Junction 13 deficit,Junction 14 deficit,Junction 15 deficit,Junction 16 deficit,Junction 18 deficit,Junction 19 deficit,Junction 28 deficit
0.852977648,34380.49966,5257.282259,0,0,7773.185306,0.000137073,0,0.000536577,0,21350.03053,0,0,0.00034087,0,0,0,0.000550182
0.858200742,34894.72268,5593.169992,0.000407392,0,7820.783362,1.53E-06,0,0,0,21480.76457,0.000973505,0.000814784,0.00069198,0.000466499,9.66E-05,0,0.001304578
0.863423836,35408.93966,5929.05626,0,0,7868.381417,0,0,0.000713864,0,21611.49862,0.000453415,0,0.00104309,0.000155771,0.000803398,0.000200538,0
0.86864693,35923.16013,6264.943016,0.000464492,0,7915.979473,0,0,0,0,21742.23266,0,0.000928985,0.0013942,0,0.00151024,0.00068719,0
0.873870024,36437.3777,6600.83026,4.76E-06,0,7963.577529,0,0.000394455,0.000891151,0.000161612,21872.9667,0,9.52E-06,0.00174531,0,0,0,0
0.879093118,36951.59536,6936.716528,0,0,8011.175584,0.000435926,0.000250185,3.23E-06,0.000350259,22003.70074,0.00084627,0,0,0.000200148,0,0,0.000415912
0.884316212,37465.81502,7272.603772,6.19E-05,0,8058.77364,0.000300384,0.000105915,0,0.000538906,22134.43479,0.00032618,0.000123724,0,0,0,0.000194021,0.001170308
0.889539306,37980.03324,7608.490528,0,0,8106.371696,0.000164842,0,0.000180519,0.000727553,22265.16883,0,0,0,0,0.000431358,0.000680673,0
0.8947624,38494.25517,7944.376307,0.000118962,0.000877,8153.969751,2.93E-05,0,0,0.0009162,22395.90287,0,0.000237925,0,0.000244525,0.0011382,0,0.0026791
0.899985494,39008.47246,8280.26404,0,0.00077637,8201.567807,0,0,0.000357806,0,22526.63691,0.000719035,0,0,0,0.001845042,0,0
0.905208588,39522.68872,8616.150308,0.000176063,0.00067574,8249.165862,0,0,0,0,22657.37096,0.000198945,0.000352126,0,0,0,0.000187504,0
0.910431682,40036.90902,8952.036331,0,0.00057511,8296.763918,0,0.000361127,0.000535093,0,22788.105,0,0,0.00029683,0.000288902,0,0.000674156,0.001036038
0.915654776,40551.12715,9287.923576,0.000233164,0.00047448,8344.361974,0.000463694,0.000216857,0,0,22918.83904,0,0.000466327,0.00064794,0,5.93E-05,0,0
0.92087787,41065.35008,9623.810576,0,0.00037385,8391.960029,0.000328153,7.26E-05,0.00071238,0,23049.57309,0.0005918,0,0.00099905,0,0.00076616,0,0.00254483
0.926100964,41579.56739,9959.697332,0.000290264,0.00027322,8439.558085,0.00019261,0,0,9.50E-05,23180.30713,7.17E-05,0.000580528,0.00135016,0.000333279,0.001473002,0.000180987,0
0.931324058,42093.78495,10295.58384,0,0.00017259,8487.156141,5.71E-05,0,0.000889667,0.000283604,23311.04117,0,0,0.00170127,2.26E-05,0,0.000667639,0
0.936547152,42608.0025,10631.4706,0.000347364,7.20E-05,8534.754196,0,0,1.75E-06,0.000472251,23441.77521,0,0.000694729,0,0,0,0,0.000901768
0.941770246,43122.22185,10967.3576,0,0,8582.352252,0.000762547,0.00047207,0,0.000660898,23572.50926,0.000464565,0,0,0.000377656,0,0,0
0.94699334,43636.44347,11303.24362,0.000404465,0,8629.950307,0.000627005,0.0003278,0.000179035,0.000849545,23703.2433,0,0.00080893,0,6.69E-05,0.00039412,0.00017447,0.00241056
0.952216434,44150.65816,11639.13001,0,0,8677.548363,0.000491463,0.00018353,0,0,23833.97734,0,0,0,0,0.001100962,0.000661122,0
0.957439528,44664.88065,11975.01762,0.000461565,0,8725.146419,0.000355921,3.93E-05,0.000356322,0,23964.71139,0.00085742,0.000923131,0,0.000422033,0.001807804,0,0
0.962662622,45179.0956,12310.90426,1.83E-06,0,8772.744474,0.000220379,0,0,0,24095.44543,0.00033733,3.67E-06,0,0.000111304,0,0,0.000767498
0.967885716,45693.31381,12646.79077,0,0,8820.34253,8.48E-05,0,0.000533609,0,24226.17947,0,0,0.00025279,0,0,0.000167953,0
0.97310881,46207.53634,12982.67804,5.89E-05,0,8867.940586,0,0,0,0,24356.91351,0,0.00011787,0.0006039,0.00046641,2.21E-05,0.000654605,0.00227629
0.978331904,46721.75364,13318.56442,0,0,8915.538641,0,0.000438742,0.000710896,2.83E-05,24487.64756,0,0,0.00095501,0.000155681,0.000728922,0,0
0.983554998,47235.97635,13635.02294,19.42785041,0,8963.136697,0,0.000294472,0,0.000216949,24618.3816,0,0.000232071,0.00130612,0,0.001435764,0,0.003785082
0.988778092,47750.19253,13707.43069,282.9059063,0,9010.734752,0,0.000150203,0.000888183,0.000405596,24749.11564,0.00164313,0,0.00165723,0,0,0.000161436,0.000633228
0.994001186,48264.40971,13779.83844,546.3849388,0.000918155,9058.332808,0,5.93E-06,2.64E-07,0.000594243,24879.84969,0.00112304,0.000346272,0,0.000200058,0,0.000648088,0
0.99922428,48778.6291,13852.24619,809.8639712,0.000817525,9105.930864,0,0,0,0.00078289,25010.58373,0.00060295,0,0,0,0,0,0.00214202
1.004447374,49292.84641,13924.65395,1073.343004,0.000716895,9153.528919,0,0,0.000177551,0.000971537,25141.31777,8.29E-05,0.000460473,0,0,0.000356882,0,0
1.009670468,49807.06921,13997.0617,1336.822036,0.000616265,9201.126975,0.000953626,0,0,0,25272.05181,0,0,0,0.000244435,0.001063724,0.000154919,0.003650812
1.014893562,50321.28699,14069.46945,1600.301069,0.000515635,9248.725031,0.000818084,0.000405415,0.000354838,0,25402.78586,0,0.000574674,0,0,0.001770566,0.000641571,0.000498958
1.020116656,50835.50165,14141.8772,1863.780101,0.000415005,9296.323086,0.000682542,0.000261145,0,0,25533.5199,0,0,0,0,0,0,0
1.02533975,51349.72579,14214.28495,2127.259134,0.000314375,9343.921142,0.000547,0.000116875,0.000532125,0,25664.25394,0.00190875,0.000688875,0.00020875,0.000288812,0,0,0.00200775
1.030562844,51863.94078,14286.69271,2390.738166,0.000213745,9391.519197,0.000411458,0,0,0,25794.98799,0.00138866,0,0.00055986,0,0,0.000148402,0
1.035785938,52378.16561,14359.10046,2654.217198,0.000113115,9439.117253,0.000275916,0,0.000709412,0.000150294,25925.72203,0.00086857,0.000803076,0.00091097,0,0.000691684,0.000635054,0.003516542
1.041009032,52892.38002,14431.50821,2917.696231,1.25E-05,9486.715309,0.000140374,0,0,0.000338941,26056.45607,0.00034848,0,0.00126208,0.000333189,0.001398526,0,0.000364688
1.046232126,53406.5977,14503.91596,3181.174287,0,9534.313364,4.83E-06,0,0.000886699,0.000527588,26187.19011,0,0.000917277,0.00161319,2.25E-05,0,0,0
1.05145522,53920.81534,14576.32371,3444.653319,0,9581.91142,0,0,0,0.000716235,26317.92416,0,0,0,0,0,0.000141885,0.00187348
1.056678314,54435.0334,14648.73147,3708.132352,0,9629.509475,0,0,0,0.000904882,26448.6582,0,0,0,0.000377566,0,0.000628537,0
1.061901408,54949.25443,14721.13922,3971.611384,0,9677.107531,0,0,0.000176067,0,26579.39224,0,0.000112016,0,6.68E-05,0.000319644,0,0.003382272
1.067124502,55463.47406,14793.54697,4235.091393,0,9724.705587,0,0.00091584,0,0,26710.12629,0.00165428,0,0,0,0.001026486,0,0.000230418
1.072347596,55977.69292,14865.95472,4498.569449,0,9772.303642,0,0.00077157,0.000353354,0,26840.86033,0.00113419,0.000226217,0,0.000421943,0.001733328,0.000135368,0
1.07757069,56491.91074,14938.36248,4762.048482,0,9819.901698,0,0.0006273,0,0,26971.59437,0.0006141,0,0,0.000111215,0,0.00062202,0.00173921
1.082793784,57006.12752,15010.77023,5025.527514,0,9867.499754,0,0.00048303,0.000530641,0,27102.32841,9.40E-05,0.000340418,0.00016471,0,0,0,0
1.088016878,57520.35032,15083.17798,5289.006546,0,9915.097809,0.000873621,0.00033876,0,8.36E-05,27233.06246,0,0,0.00051582,0.00046632,0,0,0.003248002
1.093239972,58034.56842,15155.58573,5552.485091,0.00095931,9962.695865,0.000738079,0.00019449,0.000707928,0.000272286,27363.7965,0,0.000454619,0.00086693,0.000155592,0.000654446,0.000128851,9.61E-05
1.098463066,58548.78821,15227.99348,5815.9651,0.00085868,10010.29392,0.000602537,5.02E-05,0,0.000460933,27494.53054,0,0,0.00121804,0,0.001361288,0.000615503,0
1.10368616,59063.00986,15300.40124,6079.443644,0.00075805,10057.89198,0.000466995,0,0.000885215,0.00064958,27625.26458,0.0019199,0.00056882,0.00156915,0,0,0,0.00160494
1.108909254,59577.22518,15372.80899,6342.922188,0.00065742,10105.49003,0.000331453,0,0,0.000838227,27755.99863,0.00139981,0,0.00192026,0.000199969,0,0,0
1.114132348,60091.44476,15445.21674,6606.401709,0.00055679,10153.08809,0.000195911,0,0,0,27886.73267,0.00087972,0.000683021,0,0,0,0.000122334,0.003113732
1.119355442,60605.66003,15517.62449,6869.880741,0.00045616,10200.68614,6.04E-05,0,0.000174583,0,28017.46671,0.00035963,0,0,0,0.000282406,0.000608986,0
1.124578536,61119.87936,15590.03224,7133.359774,0.00035553,10248.2842,0,0,0,0,28148.20076,0,0.000797222,0,0.000244346,0.000989248,0,0
1.12980163,61634.10012,15662.44,7396.839294,0.0002549,10295.88225,0,0,0.00035187,0,28278.9348,0,0,0,0,0.00169609,0,0.00147067
1.135024724,62148.31543,15734.84775,7660.31735,0.00015427,10343.48031,0,0,0,0,28409.66884,0,0.000911423,0,0,0,0.000115817,0
1.140247818,62662.53857,15807.2555,7923.796383,5.36E-05,10391.07837,0,0.000849185,0.000529157,1.70E-05,28540.40288,0,0,0.00012067,0.000288723,0,0.000602469,0.002979462
1.145470912,63176.75506,15879.66325,8187.275415,0,10438.67642,0,0.000704915,0,0.000205631,28671.13693,0.00166543,0,0.00047178,0,0,0,0
1.150694006,63690.97525,15952.07101,8450.754448,0,10486.27448,0,0.000560645,0.000706444,0.000394278,28801.87097,0.00114534,0.000106162,0.00082289,0,0.000617208,0,0
1.1559171,64205.19568,16024.47876,8714.23348,0,10533.87253,0,0.000416375,0,0.000582925,28932.60501,0.00062525,0,0.001174,0.0003331,0.00132405,0.0001093,0.0013364
1.161140194,64719.41301,16096.88651,8977.711536,0,10581.47059,0.000929158,0.000272105,0.000883731,0.000771572,29063.33906,0.00010516,0.000220363,0.00152511,2.24E-05,0,0.000595952,0
1.166363288,65233.63366,16169.29426,9241.191057,0,10629.06864,0.000793616,0.000127835,0,0.000960219,29194.0731,0,0,0.00187622,0,0,0,0.002845192
1.171586382,65747.84731,16241.70201,9504.670089,0,10676.6667,0.000658074,0,0,0,29324.80714,0,0.000334564,0,0.000377477,0,0,0
1.176809476,66262.06594,16314.10977,9768.149122,0,10724.26475,0.000522532,0,0.000173099,0,29455.54118,0,0,0,6.67E-05,0.000245168,0.000102783,0
1.18203257,66776.28873,16386.51752,10031.62767,0,10771.86281,0.00038699,0,0,0,29586.27523,0.00193105,0.000448765,0,0,0.00095201,0.000589435,0.00120213
1.187255664,67290.5062,16458.92527,10295.1067,0,10819.46087,0.000251448,0,0.000350386,0,29717.00927,0.00141096,0,0,0.000421854,0.001658852,0,0
1.192478758,67804.72489,16531.33302,10558.58524,0,10867.05892,0.000115906,0,0,0,29847.74331,0.00089087,0.000562966,0,0.000111125,0,0,0.002710922
1.197701852,68318.94198,16603.74077,10822.06476,0.000899835,10914.65698,0,0,0.000527673,0.000138976,29978.47736,0.00037078,0,7.66E-05,0,0,9.63E-05,0
1.202924946,68833.16228,16676.14853,11085.54404,0.000799205,10962.25503,0,0,0,0.000327623,30109.2114,0,0.000677167,0.00042774,0.000466231,0,0.000582918,0
1.20814804,69347.38307,16748.55628,11349.02283,0.000698575,11009.85309,0,0.0009268,0.00070496,0.00051627,30239.94544,0,0,0.00077885,0.000155502,0.00057997,0,0.00106786
1.213371134,69861.60108,16820.96403,11612.50113,0.000597945,11057.45114,0,0.00078253,0,0.000704917,30370.67948,0,0.000791368,0.00112996,0,0.001286812,0,0
1.218594228,70375.82222,16893.37178,11875.98065,0.000497315,11105.0492,0,0.00063826,0.000882247,0.000893564,30501.41353,0,0,0.00148107,0,0,8.97E-05,0.002576652
1.223817322,70890.04061,16965.77953,12139.46017,0.000396685,11152.64726,0,0.00049399,0,0,30632.14757,0.00167658,0.000905569,0.00183218,0.000199879,0,0.000576401,0
1.229040416,71404.25473,17038.18729,12402.93871,0.000296055,11200.24531,0,0.00034972,0,0,30762.88161,0.00115649,0,0,0,0,0,0
1.23426351,71918.47367,17110.59504,12666.41726,0.000195425,11247.84337,0,0.00020545,0.000171615,0,30893.61566,0.0006364,0,0,0,0.00020793,0,0.00093359
